     1	A1
     2	B1
     3	B1
     4	B1
     5	B1
     6	B1
     7	B1
     8	B1
     9	B1
    10	B1
    11	B1
    12	B1
    13	A1
    14	A1
    15	A1
    16	B1
    17	B1
    18	B1
    19	A1
    20	A1
    21	A1
    22	A1
    23	A1
    24	A1
    25	A1
    26	A1
    27	A1
    28	A1
    29	A1
    30	A1
    31	B1
    32	B1
    33	B1
    34	A1
    35	A1
    36	A1
    37	A1
    38	B1
    39	B1
    40	B1
    41	B1
    42	B1
    43	A1
    44	A1
    45	A1
    46	A1
    47	A1
    48	A1
    49	A1
    50	A1
    51	A1
    52	A1
    53	A1
    54	A1
    55	B1
    56	B1
    57	B1
    58	B1
    59	B1
    60	B1
    61	B1
    62	B1
    63	B1
    64	B1
    65	B1
    66	B1
    67	B1
    68	B1
    69	A1
    70	B1
    71	A1
    72	B1
    73	B1
    74	B1
    75	B1
    76	B1
    77	B1
    78	B1
    79	B1
    80	A1
    81	B1
    82	A1
    83	A1
    84	A1
    85	A1
    86	A1
    87	A1
    88	A1
    89	A1
    90	A1
    91	A1
    92	A1
    93	A1
    94	A1
    95	A1
    96	A1
    97	A1
    98	A1
    99	A1
   100	A1
   101	A1
   102	A1
   103	A1
   104	A1
   105	A1
   106	A1
   107	A1
   108	A1
   109	A1
   110	A1
   111	A1
   112	B1
   113	B1
   114	B1
   115	B1
   116	B1
   117	B1
   118	B1
   119	B1
   120	B1
   121	B1
   122	B1
   123	B1
   124	B1
   125	B1
   126	B1
   127	B1
   128	B1
   129	B1
   130	B1
   131	B1
   132	B1
   133	B1
   134	B1
   135	B1
   136	B1
   137	B1
   138	B1
   139	B1
   140	B1
   141	B1
   142	B1
   143	B1
   144	B1
   145	B1
   146	B1
   147	B1
   148	B1
   149	B1
   150	B1
   151	B1
   152	B1
   153	B1
   154	A1
   155	A1
   156	A1
   157	A1
   158	A1
   159	B1
   160	A1
   161	A1
   162	A1
   163	A1
   164	A1
   165	A1
   166	B1
   167	B1
   168	A1
   169	B1
   170	A1
   171	A1
   172	A1
   173	B1
   174	A1
   175	A1
   176	A1
   177	B1
   178	B1
   179	A1
   180	A1
   181	A1
   182	A1
   183	A1
   184	A1
   185	A1
   186	A1
   187	B1
   188	B1
   189	A1
   190	B1
   191	A1
   192	A1
   193	A1
   194	A1
   195	A1
   196	A1
   197	A1
   198	A1
   199	A1
   200	A1
   201	A1
   202	A1
   203	A1
   204	A1
   205	A1
   206	A1
   207	A1
   208	A1
   209	A1
   210	A1
   211	A1
   212	A1
   213	A1
   214	A1
   215	A1
   216	A1
   217	A1
   218	B1
   219	B1
   220	B1
   221	B1
   222	B1
   223	B1
   224	A1
   225	A1
   226	B1
   227	B1
   228	B1
   229	B1
   230	B1
   231	B1
   232	B1
   233	B1
   234	A1
   235	A1
   236	A1
   237	A1
   238	A1
   239	A1
   240	A1
   241	A1
   242	A1
   243	A1
   244	A1
   245	A1
   246	A1
   247	A1
   248	A1
   249	A1
   250	B1
   251	B1
   252	B1
   253	B1
   254	A1
   255	A1
   256	A1
   257	A1
   258	A1
   259	A1
   260	A1
   261	A1
   262	A1
   263	A1
   264	A1
   265	A1
   266	A1
   267	B1
   268	B1
   269	B1
   270	B1
   271	B1
   272	B1
   273	B1
   274	B1
   275	B1
   276	B1
   277	B1
   278	A1
   279	A1
   280	A1
   281	A1
   282	A1
   283	A1
   284	A1
   285	A1
   286	A1
   287	A1
   288	A1
   289	B1
   290	A1
   291	A1
   292	A1
   293	A1
   294	A1
   295	A1
   296	A1
   297	A1
   298	B1
   299	A1
   300	A1
   301	A1
   302	A1
   303	A1
   304	A1
   305	A1
   306	B1
   307	B1
   308	B1
   309	B1
   310	B1
   311	B1
   312	B1
   313	B1
   314	B1
   315	B1
   316	B1
   317	B1
   318	B1
   319	B1
   320	B1
   321	B1
   322	B1
   323	B1
   324	B1
   325	B1
   326	B1
   327	B1
   328	B1
   329	A1
   330	A1
   331	A1
   332	A1
   333	B1
   334	A1
   335	A1
   336	A1
   337	A1
   338	A1
   339	A1
   340	A1
   341	A1
   342	A1
   343	A1
   344	A1
   345	A1
   346	A1
   347	A1
   348	A1
   349	B1
   350	B1
   351	B1
   352	B1
   353	B1
   354	B1
   355	B1
   356	B1
   357	B1
   358	B1
   359	A1
   360	A1
   361	A1
   362	A1
   363	A1
   364	A1
   365	A1
   366	A1
   367	A1
   368	A1
   369	A1
   370	A1
   371	A1
   372	A1
   373	A1
   374	A1
   375	A1
   376	A1
   377	A1
   378	A1
   379	A1
   380	A1
   381	A1
   382	A1
   383	A1
   384	B1
   385	A1
   386	A1
   387	A1
   388	A1
   389	B1
   390	A1
   391	A1
   392	A1
   393	A1
   394	A1
   395	A1
   396	A1
   397	A1
   398	A1
   399	A1
   400	A1
   401	A1
   402	A1
   403	A1
   404	A1
   405	A1
   406	A1
   407	A1
   408	A1
   409	A1
   410	A1
   411	A1
   412	A1
   413	A1
   414	A1
   415	A1
   416	A1
   417	A1
   418	A1
   419	A1
   420	A1
   421	A1
   422	A1
   423	A1
   424	A1
   425	A1
   426	A1
   427	A1
   428	A1
   429	A1
   430	A1
   431	A1
   432	A1
   433	A1
   434	A1
   435	A1
   436	A1
   437	B1
   438	B1
   439	B1
   440	B1
   441	A1
   442	A1
   443	A1
   444	A1
   445	A1
   446	A1
   447	A1
   448	B1
   449	A1
   450	A1
   451	A1
   452	A1
   453	A1
   454	A1
   455	B1
   456	B1
   457	B1
   458	B1
   459	B1
   460	B1
   461	B1
   462	B1
   463	B1
   464	A1
   465	A1
   466	A1
   467	A1
   468	A1
   469	A1
   470	B1
   471	B1
   472	B1
   473	A1
   474	A1
   475	A1
   476	B1
   477	B1
   478	A1
   479	A1
   480	A1
   481	A1
   482	A1
   483	A1
   484	B1
   485	B1
   486	B1
   487	A1
   488	A1
   489	A1
   490	A1
   491	A1
   492	A1
   493	A1
   494	A1
   495	B1
   496	B1
   497	B1
   498	B1
   499	B1
   500	B1
   501	B1
   502	B1
   503	B1
   504	B1
   505	B1
   506	B1
   507	B1
   508	B1
   509	B1
   510	B1
   511	B1
   512	B1
   513	A1
   514	A1
   515	A1
   516	B1
   517	A1
   518	B1
   519	B1
   520	A1
   521	B1
   522	B1
   523	B1
   524	B1
   525	B1
   526	A1
   527	A1
   528	A1
   529	A1
   530	A1
